text,label
"i'm a colleague of pieter and mike, working directly on the service code. i wanted to chime in with a few comments on the thread, related to a few of the responses on this thread. in particular, i'll mention a) mobile landscape b) aaron's proposed threat c) pre-registered keys d) authorization code re-use. one general comment is a short summary of the mobile authentication landscape. mobile apps increasingly authenticate in os-provided web views with shared state, [link] apple's wkwebview. here then: 1. the user opens an application 2. the application uses wkwebview to open a operation system web view with [link]&[link] 3. the user authenticates (or get single-signed on) from the system web view and the web view returns an authorization code to the application 4. the application exchanges the authorization code for access and refresh tokens [link] with dpop with the propose dpop_jkt extension, there is another step to generate a key in the os keychain between 1 and 2, and a dpop signature added in 4. i think there's something very valuable in being able to say that all tokens(ac, rt, at) that appear in the process's memory space are bound up to the security level of the operation system's keychain. such a guarantee completely removes entire classes of threats - [link] what if the crash dumps are sent to a os-company / phone-manufacturer / it department web server whenever the application crashes? not a problem - the tokens are all bound. aaron mentioned another threat (manipulating url creation using a browser extension) focused at the beginning of the flow. this analysis all sounds right to me. however, i'd comment that there are already a few mechanisms for protecting the beginning of the flow from a few different attacks. in addition to the threat aaron describes, i also want to consider the ""rouge ca"" threat - [link] an attacker compromises the corporate ca and modifies requests (substituting the attacker's dpop key). in standards space, there are two solutions for these types of threats already. openid connect ([link]) describes a solution for signed requests (using the ""request"" parameter) that would protect from either the rouge ca or malicious browser extension - though unfortunately, for dpop keys, this really only works for confidential clients. and then web standards like the deprecated hpkp ([link]) would mitigate the rouge ca threat. outside of standards space, i'm aware of proprietary solutions with similar goals (the windows prt protocol, which puts authorization parameters in a signed request on the token endpoint - see [link] for an overview or [link] for the specific request message that might contain dpop_jkt). i think of dpop_jkt _not_ as a protection for the beginning of the flow, but rather as ""glue"" to connect _whatever_ protection at the beginning of the flow with the dpop protection at the end of the flow. we're still interested in doing more to protect the beginning of the flow - but probably not in the context of dpop - but we think it makes sense to standardize this connecting piece in dpop. a few folks (warren)",0
"yes, your understanding is absolutely correct.",1
"the dpop spec currently defines how to obtain a dpop-bound token via token endpoint invocations (namely, authorization_code and refresh_token grants). but it is also possible to obtain access token prior to code-to-token exchange, via oauth implicit/hybrid flows. do we have any plans to support dpop in authorization endpoint (in addition to token endpoint) and implicit/hybrid flows? is yes, what it might look like? a ""dpop"" request parameter or a ""dpop"" header?",0
this looks like a great start. a few small comments below. effective terminology in ietf documents (term) i think it might be helpful to scope out a little more what this rfc might contain. perhaps: these recommendations will consist of (1) general principles for judging when language is inclusive or exclusive (2) a list of specific terms to avoid and recommendations for alternatives.,1
"i think the concerns you raised is similar with the questions of what the convergence speed of bgp protocol in each device. actually there is possible the peer is slow to process the orf message, although you tell it immediate via the when-to-refresh field. but this is not the fault of protocol, its the fault of peering device. and, in reality, in your situations, i think some of the 850k routes may leaked, but not possible all of them are passed before the orf take effect.",0
"med, hi! thanks for elaborating! i believe what you are saying is that if a network slice service request cannot be catered to by the current physical network, the nsc should be able to ""suspend"" the request, augment the physical network and then continue processing the suspended request using a new network resource group/partition (and possibly, a new filter topology) based off the ""new"" physical network. that seems reasonable. we may just need to add a statement saying that ""the physical network can be augmented if the service cannot be catered to using the existing physical network resources"" (add it where ""physical network"" is introduced). i still prefer adrian's working text for describing ""filter topology"".",0
"rtc and manual input is ok, but unsecured ntp wouldn't be acceptable as it is trivially spoofed in a mitm attack. starting with roughtime is certainly better than an unauthenticated ntp source. iirc it relies on long-term trusted keys, no pki involved. you could do the same with nts using self-signed certificates.",0
"i also flat out reject the premise of this draft. it introduces a pseudo as-like proxy which now has all the requirements of an as and more. while as sdks provide easy ways for client uis to effectively deal with communication via the as, there's no way for the as to provide standard as specific services prototypes to support bff. that means that everyone is writing their own bff as-proxy. additionally, i too am lacking the clarity on the *whythe only thing mentioned in the draft is which isn't ever justified, but even if we accept that as a true premise, what are these as doing that even require a bff? hypothetically you could argue that the auth code flow requires a bff and that's required for user login since implicit flow no longer exists, but that isn't true. you can use client side pkce for validation of these via not requiring the client secret in the front end, and then the problem there is solved. and if you argue that this can't be done, then the solution is introducing a better way to handle this so that a bff for as flows don't have to exist. so what concrete problem is this solving? there was also the argument of *there are lots of people doing thiswhich is always a terrible argument, but even if we do permit that in the discussion, we still need to answer the *whywhy are developers creating bff for their frontends to communicate with an as. is it because as are terrible, is it because *front ends as a service* are terrible, [link] until we know why this is happening concretely, i don't think we should encourage further use of a pattern rife with potential security risks by telling everyone how you can do it (because the guidance we are offering doesn't even slightly increase safety). further, even if we were to accept this pattern and want to create a standard around it, we are effectively creating an as proxy here, which means we should require it to act like an as, and delegate the specification of resources, endpoints, terminology, and patterns to existing or future as related rfcs. (we already have a problem with the current draft as it attempts to redefine and introduce new terms/patterns that have the same functionality as existing ones in the as, yet fail to capture the full importance of the original rfcs. this is bad duplication). and therefore in conclusion we should focus only on the aspects that are absolutely required which aren't already present in some form in existing as related rfcs, but what are those? the one counterpoint to all of this is the potential introduction of domain specific *cookie* language (which doesn't exist in the current draft). concretelylet's add a response_type=cookieto as to support domain first-party cookies and session management. when we built our as we explicitly added this so that services can use the jwt found in the httponly samesite=strict cookie as a security measure against xss attacks that attempt to exfiltrate access tokens.",-1
i'm happy to adopt your text - it would have been nice to receive this input sooner.,1
"speaking as wg member: authors, i think this draft is still flawed. regarding the terminology, i dont think it should refer to passive interfaces at all since they arent referenced in protocol documents. rather, you should use stub-link consistently including the title. however, i dont think this makes any difference as i think you need to go back to the drawing board. why do other routers in the domain need to know the link if it isnt connected to any other routers? the stub-link is an artifact of ospfv2 used to advertise local prefixes. as you noticed, it was removed in ospfv3 and local prefixes are advertised in intra-area-prefix lsas (and e-inter-area-prefix-lsas). i really think you are trying to advertise attributes of a prefix and not a link. in fact, in ospfv3 there is no address associated with the link i see you have attempted to remedy this by adding a sub-tlv to advertise the prefix associated with the link ;^). so, now this local prefix will be advertised two different ways? specifically, what is bgp controller going to do with the stub link advertisement that it couldnt do with a prefix advertisement? also, why cant the as boundary router report the inter-as prefix via bgp-ls? the other routers in the igp domain have no use for this information. what is the use-case for knowing that a prefix is associated with a loopback? we already have the n-flag (node) for prefixes what is your loopback use case? also, what is the vlan interface use case? what possible use could other routers in the domain have for this information?",-1
"yes, great to see this being released!",1
should i post a technical errata for this?,0
"technically the solution is broken - you can't filter based on rd when single vrf overflows due to simple fact that arriving routes at a pe with one rd are typically imported locally to many different vrfs which may be running just fine. that to me is sufficient to dismiss this proposal. i am not even going to point out that for multihomed sites injecting both aggregates and more specifics + doing eibgp load balancing or sharing similar mixed reachability with inter-as option b could form a rather ugly data plane behaviour. but putting those (one could say subjective claims) aside procedurally what is important here is that *entire* protocol extension this draft is attempting to define is already defined for a long time in a rfc [link] namely rfc5292 -> [link] so it would be pretty bad precedence to now define subset of it in other rfc. and what if both orf types are used together ? hint: vpnv4/v6 prefix=rd+net at best this draft could be turned into an informational document titled: ""how to shoot yourself in the foot while using prefix orf to filter vpn routes"". which i would support adoption of.",-1
good luck philip. maybe you like to reinvent the wheel?,-1
"*/* last email on this thread. it is clear that some people are so stuck here to their beliefs that no matter what others say it will not change their mind/> as you see, a single application (flex) can support multiple topologies but that is orthogonalthe entire topic is to make support of multiple topologies easy - and it is not orthogonal. - one option is to signal its metrics with unique bits - one per topology. - the other option is to signal metrics to be applicable to any app which chooses to use it then trim the pool with affinities. the subject draft is about latter. i was (also) suggesting the former. currently what seems to be the case is operationally not user friendly mix of both to build arbitrary topology. the end, robert.",-1
"well, the client surely knows whether validation is taking place on the client (spoiler alert: infrequently). how does an encrypted transport change its epistemic situation wrt the recursive's validation practices from where we are now?",0
"thank you for the update, i appreciate it! and i am happy to hear that packed cbor is continuing to progress. i found the referenced slide, and appreciate the reference. i see it also mentioned the need for independent implementations of packed. hopefully cbor-x is helpful in regards to having an independent implementation for testing (i believe it is the only js implementation of cbor-packed)? if you want any help testing this against the output or input of other implementations, would be happy to help with that. anyway, again, this is great to see; packing and record structure tags are quite distinct, but definitely complementary in bringing more efficient encodings! i certainly understand that any standardization efforts take a lot of time, and don't want to rush all you who are very busy, i'm sure. i really just wanted to verify that the record tag registration submission was on the correct track. i think there are about 100 entries in the tag registry (across a dozen or so specifications), and i want to make sure the record tag submission (submitted as [link] using the template from rfc 8949 per the registry) is in line with the protocol used for tag registrations and is on the correct track. is it fair to say that the registry status of the record tag/tag 105/26880-27135 is that it has a submitted registration proposal and under review? and from what i understand from the registry's explanation of registration procedures, since this is not a tag in the 0-23 range, it does not involve any actual ietf standards work, but rather just requires the submitted specification, presumably for review and approval. is that a reasonable understanding of the current status of record tag registration, or did you have different intentions for this? did you want me to attend a meeting for discussion of this? anyway, thank you again for all your efforts on cbor, greatly appreciated!",1
"especially when it comes to frequency hopping we will never get all [link] unless we just enumerate all used center [link] while their sequence might be random, the enumeration should be limited. which leads me to another problem i found over the [link] some of the tlvs in the other drafts could be easily frequency-band [link] [link]",0
"we have specs with security considerations, and implementation guidelines. they're a lot more than just what bits go on the wire. in general, a bcp is too late in the process. vendors have already implemented the base spec, so what's ""current"" is a random grab-bag of stuff decided on by product managers, or by junior engineers. i've seen many, many, sites unable to deploy the security they want, due to a wide range of limitations in products. imho, these are security issues, and should be treated as such in the base specification. there should be clear guidance given on a wide range of issues, such as security, implementation, ui, workflow, etc. not having those guidelines is a large source of income for me. but it is endlessly frustrating for everyone involved. i would prefer to help people build useful systems, instead of having them pay me to paper over issues in multiple products.",-1
"i would also like to see this document adopted, and will happily do whatever i can to help with it.",1
"thanks for the review, jonathan! i’ve applied your changes to the document where appropriate (will publish an update when posting re-opens). i’ve also called out some discussion points where i don’t yet know what to add to the text.",1
"thanks for the notes and recording, its helpful for those who were not able to attend the side meeting. it seems that a password is required when accessing either the recording or the chat, could you please share the password or provide a new link without requiring a password.",1
"as an individual, i strongly support adoption of a draft along these lines.",1
"[copying gonzalo, the ietfs liaison manager for the 3gpp relationship] i am not convinced that 5g will be *the* major consumer of ietf network slicing. but it is potentially *a* major consumer, so clearly our work must be good enough to support the 3gpp requirements. there are several points at which we need to check that we are not breaking what the 3gpp want to dois the framework general enough? * does the work on mapping 3gpp slices to ietf slices provide enough information? * do the yang models allow adequate configuration and reporting? i would suggest that the chairs might want to arrange for a liaison statement to the 3gpp to say: * the framework is close to complete, and now would be an ideal time to do a review * other work is progressing at the working group (point at some drafts), and that input is always welcome * the most effective way to contribute to and steer the work is by direct input from individuals via the mailing list of course, those of you active in 3gpp or with friends who are, can make this go smoother by simply arranging for the reviews and input.",0
emphatically disagree. i want ietf to be more inclusive because i think it results in better standards and better service to the internet community. but tuning for specific categories is just trying to replace one set of prejudices with another.,-1
"if i were to change the offending sentence like so: ""it is recommended that an as reject a request containing a symmetric key value [link] (note: this does not apply to key identifiers referencing a symmetric key)"" (the ""[link]"" part being the new clarification), would that help making the intention distinction more visible? /ludwig",0
"in the example in the document, the database primary key ([link] customers email address) is included as aad for all the fields that are encrypted for that customer. this prevent an attacker who can modify the database (but has no access to keys) from moving encrypted fields from one customer to another. decryption of such moved fields would fail. note that in this use case, the aad does not need to be stored explicitly, because it is a duplicate of data in other (plaintext) fields. quoting the blog: encryptioncontext should include all of the information associated with the ciphertext that you will later need to interpret it. a good rule is to always include at least enough information to uniquely identify the location of the ciphertext (for example, a uri, file path, or database table and primary keys).",0
"i think there can be some value in making them configurable. [link], if you know you network is really stable and never drops packets, you can set a really high interval and rely on triggered updates for the in-between stuff, thus saving some overhead. conversely, if you know devices have a tendency to drop off the network with no warning you can set a really low interval to quickly flush out disappearing devices by timeout, at the cost of more signalling overhead. doing such things require operational knowledge, so setting them by the management interface seems reasonable. on the other hand, we also want implementations to be able to make decisions about things on their own: [link], babeld will try to detect if an interface is wireless, and if so automatically apply different parameters to it, which includes changing the intervals (iirc). that should also be allowed, so the information model should leave room for implementations to pick their own settings as [link]",0
"if the supported extensions are announced/negotiated in the request and response, do you still think it's important to have a flow registration rejection signal?",0
"it was good to see a recognition that the ietf has a potentially significant antitrust exposure and willingness to increase the transparency mechanisms as a first step. the exposure here is not new. the first major independent analysis of the topic occurred in 1994 by an external lawfirm. i know, because i signed the check, and then signed for the liability insurance. over the years and especially during the past decade, almost all significant standards bodies individually and collectively have engaged in activities to diminish the exposure and develop related sets of organisational practices. the ietf has been largely a non-participant outlier, ignoring the problems; although the relatively recent formation of the llc and work of legal counsel have made some improvements. the ietf has long been ""easy pickings"" for antitrust behaviors because of the lack of transparency and other organisational practices which enable the adoption of a ietf standards that enable a company to acquire significant market share for a product or service. i believe there was testimony in recent litigation that an ietf specification was worth about $4 million. continuing participation in the ietf is very costly and the number of participants attributed to a few specific companies or (as noted by phil h-b, unattributed operatives) at meetings is a testament to beneficiaries. the observation that the ietf's problems today extend well beyond anticompetitive behavior seems spot on. the participant and work item metrics show that major contemporary specification development and engagement today have shifted rather massively to venues like 3gpp. the ietf remains stagnant. large numbers of academics flow in and out to mine ideas and advance their academic studies. few companies want to pursue anything there anymore except for a comparative handful trying to leverage a few more years and dollars out of legacy technologies. the tendencies in the ietf to be abusive and intolerant - especially to people who are apostates - has unfortunately been standard practice in the ietf in the past few decades. if you reject the religious mandates of the ietf, you are declared ""off topic,"" or fail to get a group started, or told to go elsewhere - often in abusive ways. the intolerant behavior is especially difficult for those in many non-western cultures. these are the bigger problems of the ietf. all organisations are largely incapable of analysing themselves and understanding their strengths and weakness in the larger ecosystem. the tendency is to reject criticism - even when it is essential. it seems worth not only maintaining a generic discourse list, but to encourage dissident and critical participation without dismissing commentarity as rhetorical and pile-on behavior. occasional good humour would also help.",-1
"thank you so much for your invaluable comments! well go through them and let you know as soon as we address them all! also, i find the pdf version pretty much illustrative that helps to easily understand the parts that require modification!",1
i reviewed a previous version of this document and i think it does interesting work. i support it moving forward.,1
"looks good! all patches look good to me. thank you, and thanks for the clarifications about the js reference, you can leave this as is, and well see if anybody else has more feedback during ietf last call. i am ok with the last patch, but just make sure you reflect that change in appendix b, so that it is clear that it is only clarifications and it is not doing any major modifications. also, i was made aware that the document might need to be more specific about byte order marks (bom), and clarify if boms are allowed, required or acceptable. this would not fall into the fixing 4329, but in the necessary clarification category. i think we can get more input about this during ietf last call. in the meantime, please go ahead and merge all the prs, and publish the new version.",1
"i am reading this now. its good, i like it. one nit; should section [link] be titled cipher suites for tls [link] ? in section [link], the ([link], even more than a few hours) should probably replace it with (in some cases, even as little as a few hours) but it would be really helpful for guidance on picking the time. in section [link], doesnt the stapling reference need additions for cert status for tls [link] and okay if you dont want to mention certificate transparency, but either include that or make explicit that for xxx reasons youre not doing so. hope this helps.",1
it is a useful document. i support it.,1
"a reminder to everyone: (i didn't want to say this n times in the thread) ""please remember we (all of us) are here trying to make the internet safer/better. people aren't actually trying to torpedo you/your-ideas/etc, we (all of us) are trying to work through possible problems/solutions in an effort to 'make the internet safer/better'"" so, with that in mind, please remember that before hitting 'send' we (all of us) need to verify that we are talking about the problems/solutions in the proposal and not upset about how our coffee is not hot right now :( (i need better coffee) this makes sense to me, sadly for the document, but happily for the discussion and the process/end-result which i hope will be better once we finish sorting out aspa docs. pending other wg-chair comments, we can do this in the next short while.",0
"yes, i agree that sfc classifier or tunnel endpoint can be a pe router. meanwhile, i assume there are cases that cf/vne runs on non-pe/ce router. for example, in case that sfc is performed within the provider's dc ([link], 5g dn), the ingress gw or tor switch will be a classifier. then, the gw/tor can be called ce or pe? certainly, in mpls world, mpls termination point is conventionally called pe, but i feel pe/ce may not be generally used in dc or any other field. actually, geneve termination point is called tunnel endpoint, and vxlan also use vtep (vxlan tunnel end point), not ce/pe. (sorry if my understanding is [link]) if pe/ce are conceptual entities and can be applied to any cases, not only mpls(sr) networks, i assume that nse and pe/ce are the same. whichever is fine to me.",0
"changed milestone ""submit document on a tcp extended data offset option to the iesg as a proposed standard rfc"", added draft-ietf-tcpm-tcp-edo to milestone. url: [link]",0
<sigh> this thread is sooo boring. we are all past the issue of tcp vs udp and tcp keep alive at the edge. just get over it. resistance is futile. dont be surprised if history info is mandated over time to support traceback. then you will see a serious invite. the regulators are not being very forgiving these days. the fcc has issued some interesting orders re petitions for reconsideration and letters of excommunication to operators that wont comply. [link] [link] [link] the crtc has granted some extensions but the effect is very very clear. [link] this is the #1 complaint ive seen in consulting with various operators for a project im undertaking for a well known regulator along with full canonicalization of the [link] number in the invite etc. and and the inability to negotiate a ip voice interconnection agreement. film at 11,-1
"i have read this draft, and believe it is technique sound and well-written. i support to move it forward. brs,",1
"i've read your papers already. i happen to disagree vigorously with their conclusions, and i believe others with far more standing than myself also do so. i'll quote you: ""…it would be preferable to deploy a fifo aqm there."" if you pass aimd traffic through a single fifo with a single aqm instance, what you get is a (slow) convergence towards equal cwnd values and thus rtt-fairness. that is not a controversial statement, but the truth. and that is what you explicitly recommended just a few sentences before asking this question. that is precisely where i'm aware of your point of view, but diametrically opposed to it. at this stage i can only recommend that you install cake, turn on the host-and-flow fairness options, and just try it out for a while. you might be pleasantly surprised by how well it works in practice. in fact, until you have done so, i will simply not respond to any further posts by you on this subject. ",-1
thank you very much for addressing my comments. i agree with all of them.,1
"in the other two iana cases it says ""tagged byte string"" in the cf case, the *tag* we agreed applies to the byte string 'bor' in the case of 55800 ([link]) and 55801 ([link]), the newly allocated tags apply to a tagged byte stream. [link]: #[link]<#[link]<bor>> while for the cf tags, it's not the outer piece that we are allocating, but the inner part (12345678). so it's correct: it tags 'bor', not #[link]<bor> how about this: diff git [link] [link] index [link] 100644 - [link] [link] @@ -401,16 +401,13 @@ reference: # cbor tags for coap content formats {#ct-tags} -often, there is a need to identify a media type (or content type, [link], media type optionally used with parameters) that applies to the -contents of a -byte string in a cbor data item.",0
the authentication and authorization for constrained environments (ace) virtual interim meeting for 2021-08-10 from 10:00 to 11:00 america/new_york has been cancelled.,0
im pleased to see you respond to this call. i hope others will review this draft regarding inbound max prefix.,1
"we have recently submitted an update for the draft ""proxy operations for coap group communication"". [link] the document details the operations of proxies supporting coap group communication and addresses the issues identified in [1]. in particular, a client can send a unicast coap group request to the proxy including a new option to indicate to the proxy the time period to collect responses. also a new option is included in the servers' responses, to enable the client to separate and identify the multiple responses it receives via the proxy. following what discussed during the core interim at [2], this update covers especially the following points. 1) the caching model at the proxy is now fully defined in this document (see section 7). this has built on preliminary content originally in draft-ietf-core-groupcomm-bis and now moved here, with additional improvements and clarifications as suggested especially by christian amsss. 2) added further clarifications on how the proxy forwards back responses to the client ""as they come"", handling also possible multiple responses to a same group request from a same server in the group. 3) the appendix ""using oscore between client and proxy"" has been removed. at ietf 110 [3], it was agreed to have such an item separately and better defined in a separate draft, which is now available at [4] and is referred by this document. comments are very welcome!",0
"i'm bringing [link] to the list since it looks like we're (hopefully) getting close to the end game with ech. the ech draft is currently organized such that it describes all client behavior and then all server behavior. personally, i find this very confusing to follow, and i'm constantly having to flip back and forth between sections (which themselves constantly refer to each other). does anyone object to my rearranging the content to be in more of the order in which things occur rather than being divided into client and server sections? of course, depending on how i do it, it could end up being more confusing, but i just wanted to see if people were opposed to it in principle.",0
"support adoption. read the document, it is important area to work and make progress .",1
"i support the adoption. its a good informational doc and explains the monitoring of node failure and working path failure clearly, which can be used as deployment guide for bier source protection.",1
"when we designed what became rta, this kind of provisioning problem was exactly what we wanted it to target. i don't much mind what you call it, having something able to generate an ee signature over external objects and associate them with some address and as resources is great. well done job.",1
"this is true for both seqnos and metrics. a route with metric 0 is perfectly valid, and in fact the value 0 is the default for a directly connected prefix.",0
"i'd like to add my support in favor of publishing the draft-ietf-dnssd-srp. i have read and reviewed the draft in detail (including the latest version) and i think it is good and ready to be published. srp is a solution which is intended for use/adoption in thread mesh networks. the use of unicast packets by srp makes it a preferred and more efficient approach. in openthread (open source) project, we have implemented the srp client and server (per the draft spec) which are available at:",1
i support the wglc on the segment routing policy draft. this is an important draft. it is a well written and ready for publication.,1
"this version of the document addresses the remaining comments or questions that were raised during lc, and makes some editorial changes to better explain how the target resources by the receiver are to be used. more importantly, it retains the receiver capability fetching mechanism that was discussed and agreed upon in the last wg meeting. the authors believe that this document is now ready for publication.",0
"could you update the draft to reflect the new pseudocode, below. it is essential to the 6man review.",0
"i think it may be overly cautious, but that is more of a side note than an actual objection. so sure, fine with me :)",1
"yahoo follow same error as this maillist here ?, why is ietf add dkim signing to my mlm message at all ?, amazonaws does the same error, sendgrid does the same error, all foolsly forwarding service dkim sign mails that is not originating from them, if thay stop this and did a openarc seal/sign we would all be happy, but that process of openarc must be done before dkim is breaked, period :) lets talk about dmarc when this is solved or even is rfc stable note its fairly simple to add mail::dkim::arc::signer and mail::dkim::arc::seal instaed of using dkim signer for non origination mails in amavisd, who will make that path ? if done problem solved remember mails that is in amavisd origination must not be arc signed or sealed but it must be dkim signed rest is handled downstrem on breaking dkim forward hosts",-1
"we've uploaded a new version of riv in response to ben kaduk's careful review of the riv draft. the discuss point was the draft status of the tcg common event log. while that's not quite resolved at tcg, there's a good chance that the document will be released for publication by the end of this month, february. if that happens on time, the issue will resolve itself. if not, we will discuss further, depending on the prognosis. included below are the detailed responses to ben's comments. while we were at it, we addressed meiling's comment by tweaking a few words to require a tcg-compatible cryptoprocessor, rather than implying a need for specific hardware. please let jess, eric and myself know if there are other issues.",0
"all the comments has been purely regarding the iana registrations for cose. to my understanding you did not discuss these registrations with the dedicated iana experts or the cose wg beforehand. the suggested cose registration are quite strange. any delay is purely due to you not discussing and anchoring these registrations. i have suggested that that this issue is discussed at the interim on tuesday, but it is not my job to drive your registrations. i am just commenting on the questions from the dedicated iana experts. you can always remove the cose registrations, but i think that would be sad. i agree with you that a registration for wei25519 is good to have. another alternative is to move the registration to a separate draft. you cannot just change the status from informational to standards track. they are very different things. informational is just general information, while standards track means ietf consensus and recommendation. changing the status would (i assume) require wg consensus and then redoing the last calls.",-1
"sebastian, i think people are well aware of your own thoughts. this email is part of a thread on the planned working group adoption of draft-white-tsvwg-l4sops.",0
sounds like a reasonable request to me. well look into it for the next version.,1
support this very important work. the recent changes are well aligned with the definitions document. hope to see more details added in the this document going forward.,1
"i just posted a review on the latest l4s-id draft, i hope that some of the questions you raise below are answered there. [link] let me know if i it did so (or not)",0
"given that the author requested discussion on the list, i would have assumed that on-list followup of substantive issues (and for all i agree with ti, this is substantive) would be on list. in other working groups with a cleaner distinction between adopted and not-yet-adotped, and with other authors, i probably would have kept quiet even if i was surprised. in this case, the sequence of events looks liek sliding down an unfortuante slope.",-1
"i support the adoption of the draft. it provides a suitable solution for the very relevant topic of inter-domain constrained path setup, which will become even more relevant in the next future.",1
"michael, that was yet another ad hominem from you. as well as being grossly inaccurate. d/",-1
"i do not believe that the proposed changes are sufficient, and strongly object to the proposal in the cited pr request. i do fully agree with the need for an saa, and imo every deliberative body of significant importance needs such a role to maintain comity in discussions and (perhaps more importantly) keep them from going off the rails due to interpersonal disputes. however it is absolutely essential that this role be both independent of the leadership and narrowly constructed, so that the saa does not and cannot be used to marginalize people whose input the leadership wishes to suppress. i strongly believe that the saa role has been abused in the past in precisely this way, and that this has had, and may continue to have, a significant chilling effect on ietf's ability to serve as a consensus-making body for the benefit of the broader internet community. neither the ietf chair nor the iesg should be choosing saas, nor should they be setting policy for saas. i would be fine with the saas being chosen by either the iab or the nomcom. the saas should strictly follow ietf consensus as stated in bcp45 and other ietf consensus documents. the policies should be relatively unambiguous, and uniformly interpreted without prejudice for or against any individual. so the saas should not be encouraged to ""take into account the overall nature of the postings by an individual and whether particular postings are an aberration or typical"". but neither should the saas' remedies be limited to restricting posting by a person or of a thread - lesser remedies should be available so that occasional inappropriate postings can be remedied without drastic action. all saa actions (other than private feedback to an individual) should be recorded so that they are visible to the community.",-1
"i had defined 3 bits in l2-gw-proto, in anticipation of more/many load-balancing [link] but that now seems somewhat aggressive. i dont mind scaling back down to 2-bitfield or just a new sfa bit by itself. another suggestion could be to create the registry directly with draft-7432bis ?",0
i also do not support this draft. don't all of these proposals come with claims about efficiency and latency? it's getting old. sorry if that sounds cynical.,-1
"with all due respect, one would expect an area director to stay away from hypothetical and conditional claims (which in this case seem to be single-source base, based on ilari liusvaara's assessments {where, in the past, these were consistently inaccurate, but nevertheless quoted}). moreover, one would expect a security area director to be able to look up some specs and read this, if this helps, and not simply declare oneself incompetent in the matter. i do think staying mum for over half a year and throwing other gratuitous spokes in the wheel is an ad-role unworthy behavior (but perhaps my standards are higher).",-1
"i simply don't consider these activities sensible given the present, fully planned and telegraphed civilizational collapse. we are currently just going through the motions while we wait for the collapse to kick in. hyperinflation is around the corner. jack dorsey tweeted as much. it's obvious to anyone who pays attention to what the federal reserve and ecb have been doing over the past 2 years, and for the past 2 decades. mass deaths are also around the corner. these will be caused by the injections. this is obvious to anyone who pays attention to the foreshadowing public statements done by the same people who predicted in 2017 and 2019 that ""a pandemic is inevitable"". klaus schwab tells you what is happening outright. you can read it in his books. people just don't pay attention because they do not realize he's the leader of the world economic forum, and this institution trained many of the politicians that we think were elected, but were actually fraudulently installed. the world, as we know it, is coming to an end. everything you thought you knew, is wrong. there will be a new world after this, but there's no way to know what it will look like, or who of us will still be part of it. there certainly appears to be a plan to remove large proportions of the world's population, and to enslave the rest in a sort-of ai-led regime. all property is to be confiscated. the coming hyperinflation is to help with this, as is the destruction of the middle class due to the lockdowns. we, the people, are in a global relationship with psychopaths. bit-fiddling does not make sense until this existential threat is defeated. and if it's not, then it's up to each individual if you want to accept the gimp suit that the globalist elite is going to make you wear.",-1
"the issue, here, is not about parsing header fields. it is about generating them. and rfc 821 specifies creation of some header fields. this also is about delivery, which is when for get created. but since you raised [link] actually, this highlights why the smtp specification should not deal with delivery issues, per se, and should leave that to an mda specification. the smtp specification gets a lot simpler if it stops trying to cover the entire range of end-to-end handling issues and just sticks to what it is actually used for. delivery has gotten far more complex than this specification does or can deal with. the 'for' clause gets into the delivery assessment issue. since it's part of the received specification, which does apply to normal relaying, perhaps just say that there must be no more than one for clause and it contains only one address. the physics of that will adequately constrain its use. indeed it is. in some cases, unless special smtp has nothing at all to do with gateway functionality. zero. trying to touch that topic, in a mail relaying protocol specification, is a problematic distraction. especially given how irrelevant and incomplete the text is to actual gatewaying behavior. i suspect it's not because of my gender, but i frequently look for the for clause. i get mail under a variety of different addresses. as do many others. so excluding that utility is problematic. i don't understand how the above paragraph is relevant to the smtp specification. mixing submission with discussion of the for clause makes no sense to me. in any event, i also don't understand what privacy problem is being claimed. the 'given' has not been clearly established here. so the premise needs some work. because it is used and it is useful. d/",-1
"what you said is all correct for general purpose underlay networks. in the traditional networks where traditional igp has been deployed, different addresses are for different end points. but for the 5g edge computing environment, one entity can have multiple addresses and one prefix a can be attached to multiple routers. [link] in the picture below, the entity eas-1 can have 3 addresses (e1/e2/e3). by adjusting the site cost for e1 on router 1 for the red topology, traffic destined towards e1 from the routers in the red topology can be led to (or away from) to router 1. and the traffic destined towards e2/e3 stay the same. ",0
"i think it's very useful, i support the adoption of this draft",1
"great thanks for this initiative, the page is very informative, synthetic and pleasant to read. with the alto wg contributors, we will be more than happy to update it. before doing so, if you think it makes sense, we plan to draft the potential additions on a wiki page, to ensure wg consensus and approval from the wg chairs and ad. we will proceed with collaborative editing and use the datatracker facilities. and indeed, we aim at keeping it concise and focused on mature work.",1
"we are a week past the confirmation deadline, hearing no-one against the adoption and given the existing support i think it is time to adopt this document. the authors are recommended to create a repository ""oscore-key-limits"" in the core-wg github.",0
"this is the formal adoption request for redacted fields in the registration data access protocol (rdap) response: [link] please review this draft to see if you think it is suitable for adoption by regext, and comment to the list, clearly stating your view. since we have already received support for adoption from the following persons: -dmitry belyavsky -tobias sattler -eduardo alvarez -mario loffredo -jasdip singh -gustavo lozano -richard wilhelm we will have a shorter formal call for adoption that ends friday, 27 august 2021. if there are no objections, the chairs will consider this document adopted.",0
